desig7,nm,Tipo,micro,bairro,d1,cf,le,lat,lon
0227601,CM CASTELINHO,Creche,2.8,Rocinha,20,26,0,-22.98736,-43.24689
0227602,CM IACYRA FRAZÃO,Creche,2.8,Rocinha,10,10,0,-22.98551,-43.24641
0227801,EDI PROFESSORA EDIR CASEIRO RIBEIRO,EDI,2.8,Rocinha,162,82,38,-22.988,-43.24644
0312502,CIEP PROCÓPIO FERREIRA,CIEP,3.14,Del Castilho,69,83,0,-22.87951,-43.27487
0312601,CM CANTINHO FELIZ,Creche,3.15,Inhaúma,95,83,0,-22.88069,-43.28135
0312602,CM ENGENHO DA RAINHA,Creche,3.16,Engenho da Rainha,108,56,34,-22.86946,-43.29995
0312603,CM RENASCER,Creche,3.14,Del Castilho,77,73,0,-22.88036,-43.27904
0312801,EDI HENRIQUE FORÉIS,EDI,3.18,Inhaúma,55,65,16,-22.86323,-43.28478
0312802,EDI LUCIA MARIA BATISTA DE ALBUQUERQUE,EDI,3.24,Ramos,46,47,1,-22.86699,-43.26915
0312803,EDI PROFESSORA LUIZA HELENA MAIA MEDEIROS,EDI,3.20,Inhaúma,28,34,1,-22.86527,-43.27528
0312804,EDI PROFESSORA TÂNIA MARTINS NOVO LENZ,EDI,3.9,Tomás Coelho,76,51,0,-22.87358,-43.3081
0312805,EDI TANIA CRISTINA MOREIRA,EDI,3.18,Bonsucesso - Complexo do Alemão,101,74,19,-22.86082,-43.28566
0312806,EDI PROFESSORA ELIANE MONTE CHIARI DANTAS,EDI,3.20,Bonsucesso,53,41,2,-22.86456,-43.27547
0312809,EDI PROFESSORA VALÉRIA PEREIRA DE SOUZA PINTO,EDI,3.21,Bonsucesso,61,62,5,-22.86379,-43.27031
0312810,EDI MARIA MAZZETTI,EDI,3.17,Tomás Coelho,34,21,4,-22.86282,-43.30618
0312812,EDI HERMENEGILDO DE BARROS,EDI,3.16,Engenho da Rainha,51,61,13,-22.8713,-43.29212
0312813,EDI JORNALISTA JORGE BASTOS MORENO,EDI,3.1,Rocha,122,61,8,-22.90075,-43.25066
0313601,CM VILA DOS MINEIROS,Creche,3.9,Piedade,33,36,1,-22.87611,-43.30528
0313602,CM ACONCHEGO,Creche,3.5,Lins de Vasconcelos,21,29,0,-22.91431,-43.28482
0313603,CM SYLVIA ORTHOF,Creche,3.9,Piedade,59,42,0,-22.8785,-43.30616
0313604,CM NOSSO CANTINHO,Creche,2.14,Engenho Novo,76,43,3,-22.9167,-43.26326
0313606,CM CANTINHO DO QUETO,Creche,3.2,Sampaio,34,37,0,-22.90418,-43.26168
0313607,CM ODETINHA VIDAL DE OLIVEIRA,Creche,3.4,Lins de Vasconcelos,70,65,0,-22.90614,-43.27291
0313608,CM RACHEL LEITE DIAS,Creche,3.10,Engenho de Dentro,122,69,38,-22.88529,-43.28812
0313609,CM RECANTO DA CACHOEIRA,Creche,3.5,Lins de Vasconcelos,73,66,9,-22.9192,-43.28475
0313610,CM EMMANUEL,Creche,3.5,Lins de Vasconcelos,62,41,6,-22.91425,-43.28211
0313611,CM JOSÉ RAMOS JANUÁRIO - ZÉ PRETINHO,Creche,3.3,Engenho Novo,77,59,0,-22.90801,-43.26669
0313612,CM MARCILIA CATARINA DA COSTA ORGÉLIO - TIA MANA,Creche,3.11,Largo do Jacaré,79,63,0,-22.8957,-43.26193
0313801,EDI PROF. JOSÉ LIBONATI FILHO,EDI,3.1,Triagem,79,45,19,-22.89504,-43.24619
0313802,EDI ANÍSIO TEIXEIRA,EDI,3.9,Pilares,123,25,64,-22.87381,-43.29801
0313804,EDI GEORGE BERNANOS,EDI,3.10,Cachambi,36,22,10,-22.89252,-43.27629
0313805,EDI MAURÍCIO CARDOSO,EDI,3.6,Engenho de Dentro,58,25,42,-22.90065,-43.29598
0313806,EDI EDUCANDÁRIO DE SANTA CRUZ,EDI,3.8,Piedade,15,21,0,-22.88265,-43.30631
0313809,EDI ESCULTORA LYGIA CLARK,EDI,3.7,Água Santa,94,66,10,-22.90646,-43.31366
0328601,CM GERALDA DE JESUS ALEIXO,Creche,3.12,Jacarezinho,42,46,3,-22.88581,-43.25414
0328602,CM TIA ANDREZA,Creche,3.12,Jacarezinho,102,33,13,-22.89037,-43.25911
0328604,CM DA COMUNIDADE DO JACAREZINHO,Creche,3.13,Jacarezinho,57,64,7,-22.88859,-43.26336
0328801,EDI PADRE NELSON CARLOS DEL MÔNACO,EDI,3.12,Jacarezinho,142,32,19,-22.88377,-43.25406
0329801,EDI DONA LINDU,EDI,3.23,Ramos,162,56,22,-22.8609,-43.26781
0330601,CM JOSÉ DE VIEIRA DA SILVA,Creche,3.23,Complexo do Alemão - Ramos,78,32,26,-22.86176,-43.27095
0330602,CM NOVA BRASÍLIA,Creche,3.21,Bonsucesso,129,64,29,-22.86566,-43.27029
0410601,CM MANGUINHOS,Creche,4.3,Manguinhos,23,32,2,-22.88044,-43.25004
0410602,CM DR. JUVENIL DE SOUZA LOPES,Creche,4.12,Bonsucesso,23,21,0,-22.85555,-43.25368
0410603,CM CHICO BENTO,Creche,4.3,Benfica,71,31,0,-22.88047,-43.24962
0410801,EDI DOUTOR DOMINGOS ARTHUR MACHADO FILHO,EDI,4.2,Manguinhos,314,65,69,-22.88468,-43.24825
0410802,EDI DOUTOR ANTÔNIO FERNANDES FIGUEIRA,EDI,4.1,Manguinhos - Bonsucesso,104,29,21,-22.88338,-43.25334
0410803,EDI JOAQUIM VENÂNCIO,EDI,3.14,Bonsucesso,54,43,0,-22.87551,-43.25493
0410804,EDI SARGENTO JORGE FALEIRO SOUZA,EDI,4.15,Olaria,12,18,0,-22.85192,-43.27396
0410805,EDI COMPOSITOR NEOCI DIAS DE ANDRADE,EDI,4.15,Olaria,52,34,5,-22.84986,-43.26534
0410807,EDI PROFESSORA TANIA DA ROCHA CORREA,EDI,4.15,Olaria,51,42,4,-22.85273,-43.27742
0410808,EDI ALMIR LEITE RIBEIRO,EDI,4.16,Olaria,91,74,1,-22.84681,-43.2837
0410810,EDI MIGUEL COUTO,EDI,4.13,Olaria,26,33,0,-22.83934,-43.26745
0411601,CM CARLOS DRUMMOND DE ANDRADE,Creche,4.16,Penha,41,28,1,-22.84384,-43.28774
0411602,CM TEMPO DE APRENDER,Creche,4.19,Penha,29,28,0,-22.84021,-43.28894
0411603,CM MORRO DA PAZ,Creche,4.19,Praça do Carmo/Penha,88,66,0,-22.84365,-43.29655
0411604,CM BETINHO,Creche,4.18,Penha,3,5,0,-22.8463,-43.29175
0411605,CM CARACOL,Creche,4.18,Penha,45,41,1,-22.84411,-43.28945
0411607,CM MARIA ALTAMIRA C. OLEGÁRIO,Creche,4.20,Vila da Penha,3,2,0,-22.83427,-43.29828
0411609,CM TIA RUTH COSTA DOS SANTOS,Creche,4.13,Penha,27,25,0,-22.83761,-43.26657
0411801,EDI MARIANA ROCHA DE SOUZA,EDI,5.2,Penha Circular,140,52,2,-22.84585,-43.30474
0411802,EDI JOEL LUIZ DE AZEVEDO BASTOS,EDI,4.19,Penha,31,32,0,-22.84675,-43.29782
0411803,EDI MARIA DE LOURDES FERREIRA,EDI,4.19,Penha,43,42,0,-22.84136,-43.28886
0411804,EDI MORRO DA FÉ,EDI,4.19,Vila da Penha,3,3,0,-22.84704,-43.29689
0430601,CM MENINO MALUQUINHO,Creche,4.5,Bonsucesso,36,27,26,-22.87138,-43.23847
0430602,CM VILA PINHEIRO,Creche,4.5,Bonsucesso,80,33,165,-22.86974,-43.23659
0430603,CM TIO MÁRIO,Creche,4.4,Bonsucesso,193,34,214,-22.87343,-43.23954
0430604,CM MONTEIRO LOBATO,Creche,4.8,Bonsucesso,30,18,1,-22.85632,-43.24311
0430605,CM NOVA HOLANDA,Creche,4.9,Bonsucesso,33,25,6,-22.85447,-43.24289
0430607,CM PROFESSOR PAULO FREIRE,Creche,4.8,Bonsucesso,36,38,5,-22.8595,-43.24005
0430801,"EDI PESCADOR ISIDORO DUARTE - ""DORO""",EDI,4.7,Bonsucesso,58,34,13,-22.86224,-43.23862
0430802,EDI PROFESSORA KELITA FARIA DE PAULA,EDI,4.7,Bonsucesso,41,56,5,-22.86555,-43.24318
0430803,EDI PROFESSOR MOACYR DE GÓES,EDI,4.8,Bonsucesso,26,27,1,-22.85789,-43.23999
0430805,EDI PROFESSORA SOLANGE CONCEIÇÃO TRICARICO,EDI,4.7,Bonsucesso,60,33,13,-22.86566,-43.24286
0430806,EDI CLEIA SANTOS DE OLIVEIRA,EDI,4.9,Bonsucesso,28,31,4,-22.85428,-43.24191
0430807,EDI MARIA AMÉLIA CASTRO E SILVA BELFORT,EDI,4.8,Bonsucesso,87,60,9,-22.8569,-43.23938
0430809,EDI MEDALHISTA OLÍMPICO LUIZ FELIPE MARQUES FONTELES,EDI,4.5,Maré,71,52,121,-22.87059,-43.23436
0430810,EDI MEDALHISTA OLÍMPICO EVANDRO MOTTA MARCONDES GUERRA,EDI,4.5,Maré,80,87,108,-22.87026,-43.23424
0430811,EDI MEDALHISTA OLÍMPICO WILLIAM PEIXOTO ARJONA,EDI,4.5,Maré,64,85,109,-22.86995,-43.23412
0430812,EDI MEDALHISTA OLÍMPICO EDER FRANCIS CARBONERA,EDI,4.5,Maré,34,52,40,-22.86963,-43.23396
0430813,EDI ARMANDO DE SALLES OLIVEIRA,EDI,4.11,Ramos,66,43,14,-22.84111,-43.25062
0430815,EDI PESCADOR ALBANO ROSA,EDI,4.6,Bonsucesso,133,37,98,-22.86549,-43.23884
0431601,CM LUÍS CARLOS DE OLIVEIRA CÂMARA,Creche,4.22,Cordovil,17,16,0,-22.81681,-43.29027
0431602,CM BARBOSA LIMA SOBRINHO,Creche,4.25,Jardim América,112,84,58,-22.80266,-43.31926
0431603,CM CHICO MENDES,Creche,4.22,Cordovil,75,49,1,-22.8189,-43.29202
0431604,CM CORAÇÃO DE GENEVE,Creche,4.24,Vigário Geral,62,37,17,-22.80707,-43.30429
0431605,CM SEMPRE VIDA DIQUE,Creche,4.25,Jardim América,78,51,59,-22.80292,-43.3239
0431606,CM VISCONDE DE SABUGOSA,Creche,4.25,Jardim América,85,78,0,-22.80434,-43.33153
0431607,CM ACAUÃ,Creche,4.24,Vigário Geral,16,25,0,-22.80197,-43.30474
0431608,CM ARI PIMENTEL,Creche,4.23,Parada de Lucas,5,6,0,-22.81256,-43.29604
0431801,EDI CARVALHO MOURÃO,EDI,4.22,Cordovil,22,22,0,-22.81989,-43.29508
0431802,EDI PROFESSOR CARLOS FALSETH,EDI,4.26,Jardim América,37,23,0,-22.80751,-43.32132
0431803,EDI PROFESSOR EMMANUEL PEREIRA FILHO,EDI,4.21,Cordovil,26,21,0,-22.82585,-43.30908
0514009,EM MATO GROSSO,Escola,5.2,Irajá,48,44,0,-22.84292,-43.32619
0514501,CIEP DOM OSCAR ROMERO,CIEP,5.4,Irajá,23,21,0,-22.83491,-43.33093
0514601,CM TIO SEBASTIÃO XAVIER,Creche,5.1,Vila Kosmos,47,34,7,-22.84908,-43.30398
0514602,CM JECIÁ DE FREITAS FERREIRA,Creche,5.3,Irajá,227,80,31,-22.83107,-43.32741
0514603,CM AMÁLIA FERNANDEZ CONDE,Creche,5.3,Irajá,23,26,0,-22.82176,-43.32151
0514604,CM ESTRELINHA DOURADA,Creche,5.4,Irajá,27,28,0,-22.82432,-43.32643
0514605,CM O SONHO DE RAMON PASCUAL,Creche,5.8,Colégio,79,68,0,-22.85155,-43.33647
0514606,CM ACALANTO,Creche,5.5,Vicente de Carvalho,81,79,0,-22.86079,-43.30754
0514607,CM SEMENTINHA,Creche,5.5,Vicente de Carvalho,43,31,0,-22.86032,-43.31838
0514608,CM JOSEPH BARBERA,Creche,3.16,Vicente de Carvalho,71,78,1,-22.86798,-43.3098
0514609,CM PARQUE BOM MENINO,Creche,5.8,Irajá,110,59,33,-22.84917,-43.32497
0514801,EDI DEPUTADO PEDRO FERNANDES,EDI,5.3,Irajá,58,72,0,-22.82351,-43.32047
0514802,EDI LUXEMBURGO,EDI,5.3,Irajá,47,26,0,-22.82298,-43.31632
0514803,EDI JOSÉ ALPOIM,EDI,5.8,Colégio,46,50,2,-22.84348,-43.33162
0515015,EM PADRE DEHON,Escola,5.17,Osvaldo Cruz,39,24,2,-22.87915,-43.3519
0515021,EM MOZART LAGO,Escola,5.17,Osvaldo Cruz,36,51,0,-22.87221,-43.35033
0515046,EM ADELMAR TAVARES,Escola,5.12,Cavalcante,47,46,0,-22.8778,-43.31485
0515053,EM SENADOR FRANCISCO GALLOTTI,Escola,5.15,Cascadura,23,22,2,-22.8839,-43.32246
0515064,EM MESTRE DARCY DO JONGO,Escola,5.7,Madureira,18,20,0,-22.865,-43.32907
0515501,CIEP AUGUSTO PINHEIRO DE CARVALHO,CIEP,5.18,Marechal Hermes,22,41,0,-22.86162,-43.378
0515503,CIEP METALÚRGICO BENEDITO CERQUEIRA,CIEP,5.12,Cascadura,31,29,0,-22.87713,-43.32571
0515601,CM OLGA BENÁRIO,Creche,5.10,Rocha Miranda,25,30,0,-22.8534,-43.33934
0515602,CM SÃO MIGUEL ARCANJO,Creche,5.8,Madureira,132,76,38,-22.86068,-43.33174
0515604,CM GERCINDA ROSA FONSECA,Creche,5.16,Cascadura,103,77,0,-22.88969,-43.3325
0515605,CM JOSÉ RAIMUNDO DE SOUZA ALVES,Creche,5.10,Rocha Miranda,103,76,2,-22.85514,-43.34182
0515606,CM JOSUÉ DE CASTRO,Creche,5.16,Campinho,62,72,0,-22.88598,-43.33971
0515607,CM MANÉ GARRINCHA I,Creche,5.18,Marechal Hermes,178,85,17,-22.8693,-43.37468
0515608,CM MARIA JOSÉ DE PAULA DE JESUS,Creche,5.8,Vaz Lobo,53,35,9,-22.8572,-43.33469
0515610,CM SEMPRE VIDA PALMEIRINHA,Creche,6.16,Honório Gurgel,29,26,0,-22.84906,-43.36397
0515611,CM VOVÓ MARIA JOANA,Creche,5.7,Madureira,75,57,5,-22.86467,-43.32992
0515612,CM TIA MARIA DO JONGO,Creche,5.6,Madureira,54,49,4,-22.86814,-43.3291
0515613,CM MANOEL DA ROCHA APRISCO,Creche,5.6,Cavalcante,98,66,0,-22.86876,-43.31654
0515801,EDI KARINE LORRAINE CHAGAS DE OLIVEIRA,EDI,5.11,Honório Gurgel,251,45,118,-22.83946,-43.35611
0515802,EDI GUSTAVO LESSA,EDI,5.9,Rocha Miranda,61,84,0,-22.84102,-43.34755
0515803,EDI PIO XII,EDI,5.11,Rocha Miranda,41,24,9,-22.84592,-43.35117
0515804,EDI FERNÃO DIAS,EDI,5.14,Marechal Hermes,45,43,2,-22.85706,-43.37366
0515805,EDI ROCHA POMBO,EDI,3.8,Quintino Bocaiúva,22,32,0,-22.88651,-43.31227
0515807,EDI BURITI CONGONHAS,EDI,5.8,Madureira,29,42,0,-22.8604,-43.3346
0515808,EDI GUARACIARA RODRIGUES DINIZ,EDI,5.7,Madureira,60,40,6,-22.86385,-43.33517
0515809,EDI PROFESSOR UBIRAJARA DE PAULA CASTRO,EDI,6.16,Marechal Hermes,190,63,15,-22.84843,-43.36154
0515810,EDI PROFESSORA TEREZINHA SARDOUX HENRIQUES,EDI,5.16,Cascadura,74,42,4,-22.88853,-43.33023
0622202,CIEP GENERAL AUGUSTO CESAR SANDINO,CIEP,6.18,Anchieta,98,138,0,-22.8351,-43.41508
0622601,CM JOSÉ GOULART,Creche,6.13,Anchieta,72,67,4,-22.82719,-43.39472
0622602,CM SILVIO AMANCIO,Creche,6.14,Jardim Cristina Capri - Anchieta,67,72,1,-22.82583,-43.38913
0622603,CM YARA AMARAL,Creche,6.12,Anchieta,134,76,0,-22.82007,-43.38651
0622801,EDI ERNANI CARDOSO,EDI,6.15,Guadalupe,175,32,58,-22.84031,-43.38076
0622802,EDI PROFESSORA MILTOLINA DA SILVA,EDI,6.16,Guadalupe,26,25,4,-22.85042,-43.37553
0622804,EDI MEDALHISTA PARALÍMPICO DANIEL MARTINS,EDI,6.13,Ricardo de Albuquerque,141,69,34,-22.83498,-43.39354
0622805,EDI MEDALHISTA OLÍMPICO MAURÍCIO LUIZ DE SOUZA,EDI,6.18,Anchieta,83,63,2,-22.82235,-43.41374
0622810,EDI ANTÔNIO FRANCISCO LISBOA,Escola,6.15,Guadalupe,18,50,0,-22.83278,-43.37677
0625601,CM OS SABIDINHOS,Creche,6.2,Pavuna,85,31,29,-22.81241,-43.34404
0625602,CM PROFESSORA JUREMA GOMES SAMPAIO DELFIM,Creche,6.6,Costa Barros,67,67,12,-22.82205,-43.35957
0625603,CM DR. ALBERT SABIN,Creche,6.10,Costa Barros,59,63,0,-22.8294,-43.37079
0625604,CM HERBERT DE SOUZA - BETINHO,Creche,6.7,Coelho Neto,246,117,32,-22.83664,-43.34824
0625605,CM LUÍS CARLOS PRESTES,Creche,6.4,Caminho do Job - Pavuna,106,65,1,-22.81873,-43.37983
0625606,CM LUÍS DE SOUZA DA COSTA BARROS,Creche,6.5,Costa Barros,58,85,1,-22.82071,-43.36555
0625607,CM LUIZA DE BARROS DE SÁ FREIRE,Creche,6.6,Costa Barros,60,80,12,-22.81981,-43.36192
0625608,CM MAJOR CELESTINO R. DOS SANTOS,Creche,6.3,Conj. Hab. Amarelinho - Irajá,112,25,7,-22.82612,-43.3388
0625609,CM SÔNIA MARIA DE M. ANGEL JONES,Creche,6.1,Pavuna,39,50,4,-22.81347,-43.35312
0625610,CM ZUZU ANGEL,Creche,5.9,Coelho Neto,72,23,0,-22.83858,-43.34313
0625611,CM ZILKA SALABERRY,Creche,6.19,Acari,125,40,77,-22.82426,-43.34569
0625612,CM YEDDA MARQUES LAMOUNIER DE ANDRADE MACIEL,Creche,6.19,Acari,162,48,85,-22.82614,-43.34295
0625614,CM SIMONE DE BEAUVOIR,Creche,6.5,Costa Barros,142,91,6,-22.81468,-43.36749
0625615,CM EDNA LOTTE,Creche,6.3,Acari,123,42,57,-22.82351,-43.33912
0625616,CM PROFESSOR ROGÉRIO PEDRO BATISTA,Creche,6.7,Acari,63,56,1,-22.82548,-43.3523
0625801,EDI PROFESSORA ROSENICE ROCHA ROQUE,EDI,6.10,Barros Filho,75,52,7,-22.83814,-43.36765
0625802,EDI WESLEY GUILBER RODRIGUES DE ANDRADE,EDI,6.5,Costa Barros,93,78,6,-22.82088,-43.36898
0625803,EDI PROFESSORA BEATRIZ DE SOUZA MADEIRA,EDI,6.9,Costa Barros,93,62,3,-22.82388,-43.36169
0625804,EDI PROFESSORA HELIA LÚCIA MORENO FERREIRA,EDI,6.6,Costa Barros,87,61,11,-22.82131,-43.36193
0625807,EDI FROTA PESSOA,EDI,6.8,Costa Barros,29,41,0,-22.82391,-43.37327
0625813,EDI PROFESSORA GRACÍLIA ROSA DE BELÉM MAYOR,EDI,6.5,Pavuna,19,22,0,-22.81238,-43.36491
0625814,EDI PROFESSORA ROSEANE VASCONCELOS,EDI,6.10,Barros Filho,66,66,0,-22.83288,-43.36742
0625815,EDI PROFESSORA KRISTINA ROMOLO KIFFER,EDI,6.7,Acari,59,57,0,-22.82345,-43.35384
0625816,EDI PROFESSORA REGINA CELI RABELO DE ALMEIDA,EDI,6.1,Pavuna,117,42,25,-22.81474,-43.35526
0625817,EDI PROFESSORA DANIELE SIMÕES DE SOUZA LOPES,EDI,6.7,Pavuna,89,94,2,-22.82056,-43.35212
0625818,EDI MARIA EUGENIA CANELHAS,EDI,6.8,Pavuna,104,46,23,-22.81673,-43.37223
0625819,EDI MARIZA ALVES PIMENTA,EDI,6.8,Pavuna,115,112,7,-22.81986,-43.37704
0625820,EDI BETH CARVALHO,EDI,6.5,Pavuna,153,90,17,-22.81084,-43.36713
0716601,CM OTÁVIO HENRIQUE DE OLIVEIRA,Creche,7.22,Jacarepaguá,339,94,560,-22.97493,-43.33102
0716602,CM TIA TEREZA,Creche,7.5,Taquara,58,56,0,-22.91016,-43.37142
0716603,CM CRIANÇA DO FUTURO,Creche,7.11,Jacarepaguá,202,38,293,-22.94425,-43.38446
0716604,CM GERMINIO DE SOUZA ESTRELA,Creche,7.17,Jacarepaguá,70,73,0,-22.96045,-43.35268
0716605,CM SEMPRE VIDA NISE DA SILVEIRA,Creche,7.16,Jacarepaguá,107,86,196,-22.94314,-43.35206
0716606,CM AMIGUINHOS DA VILA SAPÊ,Creche,7.12,Jacarepaguá,170,72,241,-22.94796,-43.37441
0716607,CM EMÍLIA JOANA DA FONSECA MARQUES,Creche,7.3,Praça Seca,87,65,73,-22.90756,-43.35303
0716608,CM IRMÃ DULCE,Creche,7.3,Praça Seca,94,110,31,-22.90094,-43.36247
0716609,CM RIO NOVO - RIO DAS FLORES,Creche,7.19,Freguesia,435,67,765,-22.97227,-43.33493
0716610,CM TIA MALU,Creche,7.8,Taquara,61,47,33,-22.91842,-43.41007
0716611,CM VITORINO FREIRE,Creche,7.1,Vila Valqueire,95,41,39,-22.88451,-43.37232
0716612,CM TIA AUTA,Creche,7.8,Jacarepaguá - Taquara,52,66,17,-22.91565,-43.42059
0716613,CM MARIA DA CONCEIÇÃO SILVEIRA DE CARVALHO,Creche,7.27,Jacarepaguá,335,25,303,-22.96857,-43.38948
0716614,CM AUGUSTO DE CARVALHO TORRES FILHO,Creche,7.9,Curicica,119,41,234,-22.95527,-43.39038
0716801,EDI DOUTORA ZILDA ARNS,EDI,7.8,Jacarepaguá,58,86,78,-22.94102,-43.39142
0716802,EDI ARTHUR BISPO DO ROSÁRIO,EDI,7.8,Curicica,57,109,5,-22.93725,-43.39038
0716803,EDI COMPOSITOR ROBERTO RIBEIRO,EDI,7.18,Anil,175,64,96,-22.95762,-43.33143
0716804,EDI RODRIGO LOPES (TIKINHO),EDI,7.11,Curicica,24,59,10,-22.94566,-43.37863
0716805,EDI ANNA MARIA NIEMEYER,EDI,7.23,Jacarepaguá,91,45,280,-22.97749,-43.33226
0716806,EDI PROFESSORA EDILIA COELHO GARCIA,EDI,7.4,Taquara,60,45,87,-22.91204,-43.41953
0716807,EDI LEILA DINIZ,EDI,7.9,Curicica,225,248,198,-22.95487,-43.39231
0716808,EDI PROFESSORA MARIA BERENICE PARENTE,EDI,7.17,Gardênia Azul,60,69,80,-22.95891,-43.35138
0716809,EDI PROFESSOR ROBERTO LUIZ PEREIRA,EDI,7.3,Praça Seca,62,61,44,-22.90454,-43.34563
0716812,EDI ESCRITORA CLARICE LISPECTOR,EDI,7.23,Rio das Pedras,312,70,580,-22.97626,-43.32533
0716813,EDI PROFESSORA KENIA MENDES DOS SANTOS,EDI,7.27,Camorim- Jacarepaguá,131,43,76,-22.96486,-43.41307
0716814,EDI PROFESSORA EMILIA MARIA VIEIRA DE OLIVEIRA,EDI,7.22,Rio das Pedras,104,114,473,-22.97419,-43.3311
0716815,EDI EVARISTO DA VEIGA,EDI,7.2,Praça Seca,65,77,0,-22.89092,-43.34986
0716816,EDI DEBRET,EDI,7.1,Vila Valqueire,106,30,64,-22.87987,-43.36736
0716818,EDI PROFESSORA CLÁUDIA PIRES CONTINO DA SILVA,EDI,7.17,Gardênia Azul,183,63,178,-22.95761,-43.35047
0716819,EDI PROFESSORA NORMA ANDRADE NOGUEIRA,EDI,7.18,Anil,112,85,137,-22.96226,-43.34377
0716820,EDI MEDALHISTA OLÍMPICA ÁGATHA BEDNARCZUK RIPPEL,EDI,7.11,Curicica,86,38,231,-22.95443,-43.38278
0716821,EDI MEDALHISTA PARALÍMPICO FELIPE DE SOUZA GOMES,EDI,7.10,Taquara,169,90,127,-22.9334,-43.38469
0716822,EDI MARCELO PARENTE GOMES DE OLIVEIRA,EDI,7.18,Anil,112,73,97,-22.96602,-43.34319
0716824,EDI PROFESSORA TEREZINHA SARAIVA,EDI,7.9,Curicica,46,53,0,-22.95342,-43.39361
0724601,CM MARIA VIEIRA BAZANI,Creche,7.28,Recreio dos Bandeirantes,58,92,6,-23.02702,-43.48579
0724602,CM DINA SFAT,Creche,7.24,Itanhangá,84,80,0,-22.9892,-43.29728
0724603,CM BENEDITA SIQUEIRA LOPES,Creche,7.24,Barra da Tijuca,119,70,35,-22.98716,-43.30746
0724604,CM EDSON LUIZ,Creche,7.24,Itanhangá,37,34,2,-22.989,-43.29724
0724605,CM SEBASTIÃO BERNARDES DE SOUZA PRATA,Creche,7.26,Vargem Grande,53,81,23,-22.99138,-43.43268
0724606,CM ROGÉRIO CARDOSO FURTADO,Creche,7.26,Vargem Pequena,109,91,23,-22.99185,-43.4324
0724801,EDI MILENA SANTOS NASCIMENTO,EDI,7.28,Recreio,134,103,8,-23.02398,-43.48996
0724802,EDI PORFIRIO DIAS,EDI,7.25,Vargem Grande,46,42,0,-22.97593,-43.48427
0724803,EDI VERA LUCIA MARTINS COSTA,EDI,7.28,Recreio dos Bandeirantes,64,75,1,-23.02002,-43.48266
0724804,EDI PROFESSORA MATILDE ROSA LOPES DE ARAUJO,EDI,7.23,Itanhangá,193,83,96,-22.98837,-43.32245
0724805,EDI TRISTÃO DE ATHAYDE,EDI,7.30,Barra da Tijuca,35,46,0,-23.00296,-43.3758
0724806,EDI PROFESSORA RUTH CARDOSO,EDI,7.29,Recreio dos Bandeirantes,29,42,2,-23.01423,-43.4728
0724807,EDI CARMEN MIRANDA,EDI,7.30,Barra da Tijuca,140,128,45,-22.9971,-43.33563
0724808,EDI AMOR,EDI,7.28,Recreio dos Bandeirantes,47,75,1,-23.02419,-43.47897
0724809,"EDI UGOCIONE JOSÉ DE MEDEIROS ""SEU UGO""",EDI,7.25,Vargem Pequena,43,16,20,-22.97989,-43.46274
0734601,CM LUZES DO AMANHÃ,Creche,7.12,Cidade de Deus,62,54,0,-22.95294,-43.36489
0734602,CM MARGARIDA GABINAL,Creche,7.16,Cidade de Deus,71,45,3,-22.95079,-43.35576
0734603,CM SEMPRE VIDA JOSUÉ,Creche,7.14,Cidade de Deus,29,29,0,-22.94289,-43.36385
0734801,EDI JARDIM DO AMANHÃ,EDI,7.12,Cidade de Deus,57,14,37,-22.9494,-43.37043
0734802,EDI SENHORA PERCILIANA PEREIRA DE ALVARENGA,EDI,7.14,Jacarepaguá,142,76,321,-22.94965,-43.35664
0734803,EDI ANA CAROLINA PACHECO DA SILVA,EDI,7.15,Cidade de Deus,23,26,0,-22.94743,-43.36556
0734804,EDI MARIA BERALDA,EDI,7.15,Cidade de Deus,39,28,0,-22.94897,-43.36043
0734805,EDI MONSENHOR CORDIOLI,EDI,7.15,Cidade de Deus,28,55,0,-22.95123,-43.36192
0817202,CIEP AMILCAR CABRAL,CIEP,8.9,Bangu,64,66,0,-22.89412,-43.47262
0817504,CIEP ANTONIO EVARISTO DE MORAES,CIEP,8.12,Senador Camará,70,67,0,-22.88179,-43.48733
0817505,CIEP MARECHAL JULIO CAETANO HORTA BARBOSA,CIEP,8.10,Bangu,48,77,0,-22.88393,-43.47904
0817601,CM JOSÉ FÉLIX,Creche,8.22,Senador Camará,152,150,0,-22.87481,-43.50382
0817602,CM VILA PROGRESSO,Creche,8.23,Vila Kennedy,133,56,97,-22.86048,-43.49428
0817603,CM DENTE DE LEITE,Creche,8.25,Bangu,144,78,21,-22.84992,-43.46072
0817604,CM DRAMATURGO ALFREDO DE FREITAS DIAS GOMES,Creche,8.26,Bangu,46,37,0,-22.84366,-43.46773
0817605,CM MANÉ GARRINCHA II,Creche,8.10,Bangu,71,80,4,-22.87811,-43.48068
0817606,CM MEIMEI,Creche,8.15,Padre Miguel,42,56,1,-22.86329,-43.44508
0817607,CM MULHERES DO QUAFÁ,Creche,8.27,Bangu,242,229,19,-22.84965,-43.48738
0817608,CM NOVA ALIANÇA,Creche,8.20,Bangu,51,72,0,-22.87232,-43.48157
0817609,CM RECANTO FELIZ,Creche,8.16,Padre Miguel,130,165,0,-22.86933,-43.45829
